Products,Revenue
1836819,184
2938014,184
3924048,184
3695791,184
3987354,184
3294223,184
1686628,184
1696857,184
3512075,184
3579772,184
3932624,184
3460450,183
356838,183
1510896,183
16474,183
3512020,183
4056007,182
3623950,182
2964803,182
4161728,182
1507143,182
28543,181
4080797,181
224485,181
279353,181
3611286,181
1842131,181
4100368,181
518835,181
1758232,181
1313868,180
4076260,180
65408,180
289414,180
203517,180
1754681,180
86787,180
4055935,180
3689110,180
2150819,180
2187843,180
3828931,179
4210914,179
3971869,179
1018741,179
261013,179
3334615,179
4460970,179
4114210,179
241890,179
4042943,179
3998155,179
1396964,179
3919403,178
1313866,178
2371658,178
4473831,178
3629185,178
4210826,178
1840062,178
690339,178
1758266,178
2470735,178
4229123,177
2392248,177
785281,177
3865783,177
3021976,177
4336934,177
4091315,177
868344,177
865172,177
3159193,176
4114930,176
4292283,176
2406313,176
2168684,176
2472445,176
3287404,176
2972852,176
3910460,176
4242124,176
519153,176
4220347,176
4204166,176
518752,176
52536,176
2490908,175
4415233,175
3884913,175
59805,175
73870,175
1226897,175
4140415,175
1884883,175
3294227,175
4055512,175
457587,174
4076239,174
660959,174
4412121,174
2391831,174
4290158,174
446288,174
4417298,174
3712916,174
442426,174
2172572,174
4088615,174
3294209,174
4381767,174
2094,173
1145110,173
4330073,173
3406600,173
2849462,173
3881479,173
4219837,173
2837655,173
3332830,173
312152,173
4106189,172
1852693,172
3618098,172
111397,172
518565,172
3975325,172
4228953,172
511033,172
1802228,172
3618225,172
46809,171
504350,171
4056003,171
1754672,171
4352573,171
2392213,171
4084667,171
2240206,170
3909515,170
43760,170
4625574,170
74707,170
2100973,170
3268500,170
2053570,170
2435398,170
3715280,170
3864263,170
2964808,170
3618391,170
117890,170
1486991,170
864602,170
989466,169
3629061,169
1788937,169
3079556,169
1808535,169
3346807,169
244080,169
100584,169
3924710,169
3800005,169
82768,169
3715224,169
2846386,169
2439298,169
1846635,168
62286,168
4091330,168
1590187,168
178703,168
4536288,168
497550,168
4274795,168
4533994,168
520565,168
60874,167
4243750,167
3618152,167
3780480,167
4055909,167
458716,166
3318291,166
3924935,166
1811058,166
3527629,166
3741708,166
260992,166
4291376,166
2100517,166
3629166,166
3864502,166
1698297,166
3865308,166
3325793,166
2490910,165
4075856,165
2880517,165
4109862,165
2392224,165
1641378,165
3569916,165
1676887,165
728042,165
575330,165
4158882,164
4092543,164
1881069,164
3527762,164
3979813,164
4336802,164
4158438,164
1790295,164
4067452,164
4381589,164
3157980,163
62507,163
1852569,163
1353892,163
4076242,163
3878448,163
4087655,163
4055943,163
4321282,163
2254674,163
3800264,163
3987223,163
4055489,163
957228,162
4384686,162
1226919,162
3618873,162
15068,162
4555884,162
60715,162
1852740,162
4336083,162
4535011,162
4106426,162
83897,162
2175049,161
418128,161
4274846,161
1852687,161
4109822,161
3971862,161
3624011,161
4288875,161
3671858,161
3880179,161
3827404,161
543246,161
4228952,161
4117383,161
224476,160
2392256,160
3878674,160
3971886,160
4326652,160
4262725,160
189519,159
4161744,159
350014,159
4578901,159
3811282,159
1333313,159
2305384,159
86111,158
3877489,158
37612,158
2465266,158
3350318,158
3268428,158
2348019,158
65140,158
1726693,158
431462,158
2247449,158
3916461,158
4131209,158
3865772,158
2937999,158
4038365,158
3580144,158
1260449,157
1916421,157
1811202,157
1789244,157
3910423,157
2971067,157
1852724,157
3815824,157
3462040,157
4321227,157
3541917,156
204202,156
4524953,156
1131359,156
928353,156
487934,156
3010586,156
1578817,156
3874353,156
139280,156
3266701,156
663383,156
3738098,156
2837733,156
3879097,155
3828754,155
4243630,155
4243474,155
3795466,155
4534970,155
4052254,155
457095,155
923335,155
4467819,155
3549021,154
1810952,154
260966,154
3786320,154
2396428,154
801567,153
864262,153
4385084,153
2169432,153
3318448,153
621852,153
2937920,153
4243370,153
165195,153
445443,153
4077374,152
672580,152
1435353,152
93254,152
2937912,152
3876413,152
1802143,152
1037817,152
1000668,151
1810847,151
2406316,151
4207566,151
2229628,151
3998231,151
2348092,151
260181,151
2903323,151
3611277,151
657264,151
3986477,151
1317409,151
4053166,151
2435282,151
2179741,150
27324,150
20521,150
4123954,150
923291,150
504234,150
3876093,150
4534386,150
2141070,150
248375,150
2937973,150
12451,150
1126131,149
3580141,149
3325743,149
3979817,149
803930,149
293300,149
3636010,149
257818,149
3449977,149
3873794,149
3294196,149
1226870,149
3579649,149
86110,148
101523,148
9932,148
1581230,148
1811882,148
4581893,148
504960,148
1446846,148
3332913,148
4334997,148
2240142,148
3973983,148
1397595,148
989236,148
1893323,147
4199634,147
4199475,147
2054491,147
1595016,147
452412,147
3631188,147
1852754,147
448536,147
4200889,147
43469,146
3863725,146
4076231,146
2406306,146
4292070,146
4243580,146
1894431,146
4140068,146
2254522,146
4063843,146
3998610,146
4076278,146
4337276,146
74708,145
4393309,145
2185157,145
3671865,145
3617243,145
3786323,145
2396273,145
4053177,145
4053132,145
3869501,144
31364,144
3082122,144
3764498,144
4336681,144
3714062,144
2849413,144
4337278,144
1810835,143
1579705,143
1333328,143
3318803,143
4274963,143
4274880,143
4384915,143
4125727,143
353086,142
3920611,142
3573301,142
3575384,142
4161829,142
3609892,142
4467823,142
146696,142
3865916,142
1861347,142
4063787,142
4292009,142
4275093,142
52617,142
3618665,142
1391266,142
4161505,142
2254552,142
1353820,142
500344,142
1583785,142
4083825,141
41070,141
3629518,141
4106402,141
308362,141
3828941,141
2100641,141
2837699,141
3287256,141
154579,141
4275143,141
2396470,141
3174931,141
3176021,141
4275088,141
423437,140
4113938,140
1000698,140
3698735,140
4275036,140
3332816,140
4229116,140
3334341,140
2464067,140
261017,140
3580,140
3786239,140
2306576,140
2400536,139
3920816,139
3573086,139
4158579,139
3579803,139
3527778,139
3624192,139
3624069,139
3346801,139
3865835,139
3569592,139
244291,139
4274889,138
3828834,138
4161400,138
2309333,138
4397550,138
4336727,138
3550596,138
1619887,138
4336617,138
2234897,138
4242118,138
4384920,138
4028738,138
3824542,138
3294134,138
1738246,138
1221231,137
1632456,137
3159584,137
3977995,137
3828775,137
1789690,137
4115053,137
3108934,137
4146467,137
4242155,137
437049,137
437083,137
1281388,137
655947,137
3680305,137
3082181,136
3971912,136
2889531,136
4307507,136
4428187,136
1313863,135
3866982,135
187212,135
2169629,135
1435382,135
1817796,135
3346929,135
4075887,135
4075906,135
3920527,135
365542,135
3519699,135
3878584,135
3350370,135
1846705,134
189521,134
4147956,134
516682,134
4109820,134
3105643,134
1564441,134
1894440,134
2227682,134
3800062,134
4086354,134
3863745,134
4028753,134
248380,134
4229128,134
3756101,134
4437159,133
286366,133
4532331,133
3789038,133
1581258,133
3609867,133
1641372,133
299217,133
408099,133
3034400,133
2837647,133
3169723,133
3312531,133
866794,133
4483021,133
4387166,133
3680335,132
1607397,132
1616318,132
2406322,132
3979761,132
3411879,132
2889486,132
4352564,132
4129986,132
3799991,132
2883465,132
1919435,132
1789215,132
4204157,132
4337255,132
3029090,131
2490909,131
2399963,131
1923512,131
8250,131
187211,131
4084680,131
3618108,131
2964712,131
2188129,131
3986476,131
1151656,131
1830308,131
4158700,131
2001823,131
1000677,130
2908105,130
3319190,130
3575404,130
4028722,130
3460464,130
3346875,130
3270055,130
4381553,130
4145900,130
3713525,130
3159507,130
3076773,129
1192077,129
2149252,129
4229157,129
1507147,129
2406312,129
2169485,129
2056156,129
1788713,129
36351,129
3971821,129
1595018,129
347525,129
3874313,129
3975294,129
437211,129
3066723,129
702088,129
3780350,129
499097,129
4065580,128
3698920,128
3335358,128
4056006,128
4109845,128
3109023,128
336049,128
2031962,128
2405285,128
3910442,128
3924306,128
2253066,128
4114444,127
3411800,127
2305452,127
3769799,127
4055954,127
4055937,127
3271331,127
1704070,127
4125579,127
248376,127
1450238,127
4337269,127
403419,126
3920188,126
351903,126
4250462,126
279354,126
4106420,126
4055918,126
4137588,126
1631666,126
40178,126
4275238,125
3460445,125
1612282,125
2937924,125
1894435,125
4109968,125
2240797,125
504581,125
322891,125
3379671,124
2169453,124
3312500,124
4467808,124
1564361,124
2463978,124
4055901,124
4055902,124
4291370,124
3916493,124
1397877,124
4204188,124
351897,124
4417465,124
4226539,124
2175064,123
1287129,123
11818,123
4382822,123
2879971,123
182300,123
4204139,123
3569563,123
4106169,122
4106171,122
4084697,122
4336813,122
3752920,122
4199406,122
4158673,122
1590191,122
1619859,122
235594,122
3879366,122
1686586,122
184805,121
3575420,121
1761932,121
1564575,121
1397357,121
1885343,121
1596357,121
3317924,121
3979909,121
2965071,121
177754,121
3159514,121
2903317,121
1616254,121
4467807,121
3108514,120
4067631,120
4336651,120
1895127,120
3866359,120
3979908,120
3618430,120
308189,120
13056,119
3862478,119
2879974,119
1810941,119
2305453,119
4290156,119
1885329,119
2846360,119
728962,119
4116984,119
3794922,118
54849,118
3081860,118
2882248,118
4114928,118
4855,118
2168854,118
3169250,118
4099831,117
196938,117
637225,117
2937947,117
2846315,117
4055509,117
3325710,117
2348201,117
2168667,117
2463989,117
1894418,117
3521693,117
312153,117
870097,116
869857,116
4385052,116
3618991,116
4158802,116
3979789,116
60768,116
9664,116
3334613,116
1885316,116
4087830,116
1702932,116
3157452,116
2439296,116
2149394,115
4336949,115
32289,115
4304624,115
3975373,115
52615,115
4203986,114
4080790,114
65407,114
3799951,114
2846279,114
4250370,114
4321252,114
516426,114
1836813,114
278578,114
4106410,114
1885348,114
1852716,114
221811,114
3618983,114
1809678,114
515928,114
445442,114
166347,113
1674320,113
2924129,113
3979733,113
4578905,113
223579,113
3973974,113
166351,112
3325696,112
3626872,112
4210901,112
2396410,112
4161498,112
2903295,112
4305778,112
3169664,112
4326654,112
842569,112
3569874,112
1837559,112
2302567,112
4158807,112
4146961,111
3824023,111
4321089,111
156977,111
3973797,111
3800175,111
4275110,111
184199,111
3715228,111
3953005,111
3350350,111
3029089,110
580425,110
410639,110
4199542,110
1581265,110
2964774,110
4028725,110
3411780,110
2903287,110
4578909,110
1595022,110
1885330,110
1687426,110
3325687,110
1568458,110
1336323,109
850448,109
3977999,109
3460444,109
2169625,109
3346817,109
3624108,109
3411921,109
3971907,109
2477246,109
4275066,109
3332615,109
1583977,109
2964837,109
4053125,109
3865760,109
352282,109
9810,108
856728,108
2937927,108
2477276,108
543134,108
4244669,108
260970,108
3785963,108
36566,108
4275208,108
2849376,108
54848,107
4080762,107
2463995,107
2452854,107
3924150,107
2130290,107
1564864,107
2395587,107
2964715,107
248377,107
1638442,107
2348910,107
866381,107
1754676,106
3786223,106
4028736,106
3411996,106
3611700,106
4129989,106
2837634,106
2168573,106
1809648,106
3566326,106
302022,105
3029099,105
4106093,105
4203995,105
4076006,105
4292282,105
1808628,105
3786436,105
121776,105
4326658,105
3828938,105
1359189,105
3864122,105
541498,105
3466337,105
4337005,105
4106415,105
43666,104
196985,104
3526224,104
1754703,104
62988,104
1833527,104
3271367,104
4274389,104
4392909,104
1317522,104
3254049,104
2111703,104
166124,103
1305495,103
3908848,103
4084702,103
3082442,103
3408775,103
3786251,103
1203644,103
3971811,103
2464069,103
1350967,103
3874262,103
670191,103
2172587,103
55033,103
3449987,103
630321,103
49226,102
24490,102
4080811,102
2254447,102
3579820,102
2055907,102
3979751,102
3624094,102
17981,102
4075859,102
334427,102
4055907,102
4055932,102
3630074,102
1399994,102
2172579,102
451334,102
104199,102
4219359,101
189998,101
4158644,101
3924918,101
3411857,101
3712169,101
284885,101
3287406,101
1917611,101
1632151,101
2186718,101
279961,101
2396494,101
1450225,101
183882,100
120252,100
349998,100
4091324,100
4322412,100
2392237,100
3766882,100
4319354,100
219251,100
3986437,100
3998354,100
1018346,100
4137563,100
3824538,100
3611990,100
854339,100
2848060,100
4633637,99
4601228,99
3082310,99
4199657,99
864757,99
3158560,99
3624107,99
276191,99
3159344,99
4055959,99
1564821,99
436935,99
248379,99
58674,99
4076277,99
3869572,98
4080821,98
2465187,98
4161650,98
3924926,98
3824997,98
3828990,98
4028761,98
3880180,98
437159,98
3951214,98
4604276,98
866123,98
4099806,97
3869380,97
3877131,97
4385058,97
2169602,97
83944,97
2302555,97
2057162,97
1114549,97
1788815,97
312154,97
4294443,97
3824018,96
4059383,96
3295672,96
2111728,96
4147941,96
1811098,96
2882358,96
4109887,96
2335893,96
301877,96
3971815,96
260976,96
58681,96
2371319,96
4109656,96
1583772,96
3415262,96
24097,96
2100945,96
3884828,95
2052943,95
3158558,95
4199407,95
2169604,95
3108954,95
3786382,95
2964623,95
278356,95
2923552,95
128401,95
1396599,95
4159939,95
173156,95
3174528,95
3175666,95
513094,95
4063946,95
4146950,94
3866981,94
4625572,94
2185177,94
3512042,94
2882260,94
4207518,94
3082178,94
4028735,94
260973,94
2964926,94
3636047,94
4483002,94
4275252,94
4321309,94
132617,94
2149395,94
4242129,94
2055848,94
2055342,93
4158612,93
2169473,93
3878477,93
4336604,93
4158475,93
1855394,93
4275184,93
111960,93
416916,93
1242024,93
3572174,93
4106078,92
58448,92
3294277,92
4229121,92
3334319,92
2406304,92
1506072,92
3411970,92
3971910,92
3155564,92
1564842,92
1308988,92
3030371,92
1227002,92
1809662,92
2118123,92
1450226,92
1836817,91
3611724,91
224371,91
4075895,91
4291373,91
1833481,91
1829191,91
1686581,91
3695168,91
4161865,90
1579037,90
834233,90
4210908,90
3609777,90
4158928,90
3767062,90
524563,90
4199309,90
928801,90
439797,90
3803459,90
4460961,90
1564881,90
2396449,90
1639644,90
4118287,89
73932,89
289333,89
725938,89
3863405,89
2849378,89
2882258,89
3609851,89
3979743,89
3550150,89
439811,89
2837719,89
2253448,89
4158779,89
4161682,89
3813601,88
303750,88
4275413,88
1788752,88
2254137,88
1671735,88
1810851,88
3460462,88
2472446,88
1333315,88
1853053,88
4384995,88
3332945,88
2370830,88
4114426,88
4473839,88
515956,88
3174267,88
3449983,88
20032,87
1852574,87
2882382,87
3611687,87
3999827,87
4326659,87
4468302,87
4334975,87
1636546,87
728636,87
3325666,87
3786220,87
443311,87
4226526,87
4467815,87
1846692,86
31919,86
4080769,86
4525472,86
59685,86
20903,86
4131193,86
2405169,86
2849585,86
4053136,86
4148141,86
1787993,86
4114935,86
4412251,86
3971884,86
3891287,86
1018743,86
436989,86
1916365,86
1700193,85
4123742,85
4203725,85
2149301,85
4076226,85
4112631,85
3411775,85
3999829,85
1397688,85
62984,85
1669147,85
3326532,85
3924073,85
3406580,85
437199,85
2481012,85
4336624,85
518758,85
3909465,84
435611,84
2932608,84
249240,84
2882353,84
4250468,84
1914103,84
4244670,84
1894433,84
1754414,84
728156,84
2186406,84
4114880,84
4308227,84
1923457,83
3326545,83
353434,83
665000,83
3346962,83
39652,83
428628,83
2923450,83
3985581,83
3909994,83
3922939,83
3618818,83
3294246,83
4106138,82
4321170,82
3618905,82
3864004,82
987351,82
1333322,82
3169104,82
3067008,82
1476916,82
4229145,82
256795,82
4337271,82
196942,81
289428,81
4053123,81
4199652,81
4385066,81
2169626,81
2188120,81
1192732,81
299208,81
298979,81
1354177,81
3869582,80
1789163,80
3579816,80
3408825,80
2463976,80
3334614,80
3910464,80
4243396,80
4087696,80
1632101,80
3467379,80
2172581,80
3255551,80
1923449,80
1227004,80
1507146,80
195739,80
4034920,79
4596461,79
2406319,79
3910032,79
1914095,79
1226905,79
29401,79
3406523,79
3573066,79
3294137,79
1607392,79
621550,79
4275207,78
3626867,78
1822742,78
2849175,78
4055927,78
4052274,78
169563,78
4275047,78
3580147,78
18932,78
4384689,78
3880201,77
2392208,77
3081822,77
2435224,77
2348440,77
1885317,77
3617241,77
3987146,77
111399,77
2964596,77
3986085,77
1631215,77
4243356,77
3512033,77
1676102,77
1038078,77
4088282,76
22487,76
3909497,76
3333889,76
224481,76
3361243,76
2465250,76
2053154,76
4199448,76
1811203,76
834239,76
3334392,76
2354804,76
3411994,76
1612342,76
4091445,76
4203530,76
4531128,76
928843,76
588904,76
654073,76
308351,76
1885352,76
303393,76
4384926,76
4243617,76
4087688,76
3629808,76
996710,76
4336760,76
289793,76
2983712,75
3579791,75
2914593,75
3268536,75
18729,75
431466,75
3910414,75
3169098,75
3878681,75
8813,75
2837677,75
4125805,75
4055487,75
345457,75
2439918,75
1640570,75
4397939,75
4633633,74
2240208,74
1634097,74
4139112,74
4274927,74
2937939,74
4076227,74
2937944,74
397377,74
34075,74
4100501,74
3911176,74
4155277,74
365596,74
37081,74
728507,74
519540,74
3030732,74
4079173,74
2184300,74
83895,74
257583,74
3916693,73
4063969,73
512579,73
1192284,73
2111227,73
855061,73
437174,73
1578067,73
3580157,73
1687343,72
1126121,72
34180,72
2272149,72
1788633,72
2149387,72
4322662,72
1808529,72
4244674,72
4055945,72
3987144,72
3609809,72
4053288,72
3169834,72
1398231,72
1616194,72
1639662,72
4106179,71
2149390,71
1611140,71
3624038,71
4158892,71
2103060,71
4055957,71
725017,71
2234999,71
3863556,71
1924449,71
4119488,71
2639472,70
3924140,70
3908905,70
2932687,70
4243807,70
4140423,70
2188119,70
4075863,70
451778,70
689993,70
1353951,70
3712428,70
4443037,70
464556,70
1657617,70
1829386,70
2490911,69
13421,69
1132119,69
2406303,69
4243282,69
3411790,69
1574965,69
3971842,69
229418,69
1919356,69
48290,69
3159446,69
2169580,69
4106100,68
3709076,68
4080772,68
3618346,68
2149405,68
4067655,68
4207585,68
513527,68
2392262,68
3411858,68
2480195,68
1830735,68
1396656,68
1353626,68
164858,67
1023,67
4242119,67
4077402,67
4038531,67
4129864,67
2492836,67
3978863,67
3460453,67
3909759,67
260986,67
3910422,67
3924141,67
1961544,67
4274728,67
1680788,67
3618338,67
869663,67
3910936,67
4294154,67
3029091,66
3460443,66
3550498,66
7397,66
4581903,66
4129990,66
4291375,66
55223,66
1722355,66
2302583,66
4321342,66
2304737,66
4633624,65
25611,65
3276588,65
1852735,65
3346860,65
2270790,65
3346890,65
4337004,65
3411810,65
2484328,65
2188126,65
316976,65
1018747,65
1833540,65
410590,65
3680322,65
2837682,65
2391732,65
3170236,65
506101,65
3159566,65
3266596,65
2175066,64
4106085,64
4034939,64
54846,64
4147960,64
1808541,64
3978858,64
3312532,64
3334610,64
4219850,64
8451,64
2435319,64
4106362,64
302652,64
1393038,64
328054,64
1875465,63
252586,63
4080768,63
224955,63
4532335,63
3169099,63
3159196,63
3294210,63
1397770,63
3411888,63
3786432,63
235186,63
4082513,63
4210591,63
3916466,63
4103045,63
3410014,63
3863532,63
398263,63
410618,63
4159951,63
4293707,62
1875463,62
89801,62
1095318,62
2933166,62
3030561,62
1579621,62
4091321,62
3862637,62
3411799,62
2463972,62
1596355,62
3549208,62
3878706,62
3332791,62
281668,62
4336823,62
258312,62
3175321,62
101524,61
4306560,61
3512031,61
3857172,61
3790549,61
834230,61
2406296,61
4250396,61
4109668,61
510958,61
3811253,61
2879944,61
1398101,61
4352782,61
3983401,60
2235126,60
3319269,60
3629479,60
3346898,60
4336634,60
2354754,60
2103059,60
107900,60
3786423,60
272549,60
3910473,60
3270535,60
3919732,60
3876760,60
620789,60
676368,60
410617,60
4158603,60
55830,60
299272,60
2148923,60
31817,59
289434,59
3527711,59
1916709,59
1792773,59
3169024,59
2471156,59
3346808,59
4114449,59
2188124,59
3916484,59
637612,59
3863362,59
3332618,59
343596,59
728835,59
1790399,59
442425,59
656841,59
3521707,59
3998513,59
3254119,59
1705205,59
3581150,59
4146944,58
302697,58
2235176,58
4028740,58
2350771,58
3626873,58
3169194,58
4087673,58
4531127,58
62266,58
3266699,58
4219550,58
3715283,58
3521363,58
2117778,58
1609587,57
2474325,57
4034941,57
46252,57
4082040,57
3752931,57
3909973,57
3609790,57
1506243,57
1020304,57
225119,57
1885334,57
2149374,57
4503903,57
21196,57
3546662,57
164856,56
4161548,56
1810889,56
2270856,56
1197883,56
4055917,56
456646,56
312146,56
2880110,56
188863,56
2153694,56
2848090,56
989144,55
3280329,55
31626,55
3695620,55
3573140,55
3346894,55
4028752,55
2882321,55
1810977,55
2882303,55
4459007,55
24387,55
480282,55
4075898,55
3032759,55
4055941,55
785814,55
82769,55
2140768,55
280406,55
3521474,55
4397888,55
4129849,55
3157981,54
224482,54
3698990,54
1790101,54
3346816,54
4229162,54
1323001,54
3460440,54
3039257,54
3971824,54
3971816,54
1596358,54
3636016,54
1643500,54
3619016,54
2849171,54
1852621,54
1852662,54
1226857,54
3159562,54
3769633,54
299945,54
4283894,53
1700247,53
24885,53
1424437,53
294717,53
4306567,53
3857173,53
3910241,53
3629323,53
3811051,53
62250,53
3270348,53
2187845,53
26190,53
3294144,53
1809060,53
443393,53
864698,52
4067637,52
2406315,52
2835777,52
1633894,52
1631327,52
2185149,52
278353,52
3636052,52
4087664,52
728301,52
1683575,52
3294206,52
1758244,52
4229148,52
3173931,52
4114937,51
3512030,51
2880397,51
3790547,51
4243251,51
3408736,51
2054320,51
3971829,51
4055920,51
111398,51
4392910,51
857156,51
4337267,51
62287,50
3999023,50
834241,50
3910015,50
3715216,50
2435248,50
3408693,50
3410521,50
3065067,50
3024143,50
225927,50
1923494,50
1768658,50
3636012,50
4397969,50
1885537,50
1487800,50
1437420,50
2171166,50
2149289,49
4081900,49
3978854,49
3268488,49
2392252,49
2937987,49
3094709,49
3786433,49
261142,49
2167814,49
1761327,49
1396235,49
4159930,49
4159942,49
4099769,48
224946,48
74706,48
4158677,48
1811047,48
2882255,48
3909972,48
4243594,48
2055101,48
2880354,48
3082209,48
3971860,48
3316755,48
1596349,48
3815963,48
4275219,48
2435294,48
1697237,48
622209,48
2937918,48
3025106,48
1582777,47
65406,47
224945,47
3880202,47
519941,47
4385099,47
4385098,47
3460448,47
4243638,47
3411935,47
3971819,47
1792845,47
2936761,47
4027950,47
3410486,47
1923436,47
1725771,47
3611326,47
3029081,46
1000701,46
225228,46
4080809,46
196988,46
1684567,46
4385079,46
2406323,46
1836773,46
3157760,46
2188121,46
4352566,46
4055613,46
1095735,46
3815999,46
1400060,46
644852,46
3521759,46
621728,46
3039345,46
1450243,46
313912,45
196981,45
424038,45
1849545,45
3698773,45
2392212,45
17420,45
3999828,45
4075862,45
4055906,45
4291372,45
1654583,45
3985441,45
3985457,45
518738,45
2253254,45
3170413,45
4158729,45
256851,45
177757,45
1260225,45
3877486,44
3158553,44
2229643,44
4243717,44
3105611,44
3799154,44
3411878,44
1020352,44
62315,44
1894416,44
4291367,44
4055616,44
1625281,44
352280,44
4384779,43
3627012,43
3978843,43
3460467,43
2054018,43
3408791,43
3786442,43
2889500,43
4030281,43
1761956,43
4275091,43
3466401,43
728185,43
3521357,43
1506993,43
989651,43
1226884,43
1346026,43
1204127,43
65410,42
286349,42
4581972,42
1632133,42
3527715,42
4219692,42
4424240,42
4473848,42
1811107,42
2406320,42
2270867,42
4387137,42
33736,42
4581895,42
1251657,42
260978,42
260979,42
1598220,42
4274934,42
1625875,42
3636020,42
4099901,42
1037600,42
2880390,42
1313867,41
4385028,41
4385070,41
4207582,41
2835833,41
4052181,41
4055619,41
1600697,41
165513,41
1761930,41
2235579,41
3754611,41
1869717,41
4502190,41
854337,41
73918,40
3871167,40
3709075,40
54853,40
1893314,40
32151,40
443307,40
2882249,40
1811269,40
1810992,40
3408704,40
3411847,40
4467800,40
1619774,40
3971888,40
297547,40
348166,40
3864923,40
467748,40
1596365,40
310786,40
1390979,40
3629172,40
3998269,40
2444736,40
1924264,40
1718273,40
1718278,40
3521780,40
1809623,40
3739440,40
3739561,40
224474,39
224477,39
1596548,39
2933137,39
3863470,39
2849419,39
2148934,39
3786429,39
3415231,39
4075868,39
4221188,39
334432,39
260967,39
3468367,39
144715,39
4199324,39
4106356,39
574487,39
4482668,39
256798,39
2240885,38
2229585,38
1581261,38
2835820,38
602251,38
689677,38
3534977,38
928806,38
3910433,38
3271154,38
3916449,38
1397272,38
4387084,38
3521454,38
55030,38
1681126,38
86036,38
2880350,38
1839976,38
868816,38
86109,37
1811299,37
4243400,37
3408748,37
4578913,37
1192232,37
4221186,37
4326657,37
999026,37
264370,37
1309922,37
726018,37
4274857,37
1396961,37
2168991,37
3350344,37
1604962,37
309514,36
2371207,36
4076243,36
1792778,36
3334323,36
3030438,36
1510410,36
83943,36
3786440,36
334431,36
2227683,36
3637793,36
1692222,36
643512,36
2389227,36
4119913,36
159810,35
226204,35
20346,35
2914628,35
296791,35
2464072,35
928490,35
1583591,35
4145517,35
3410348,35
3030684,35
1923546,35
623070,35
3316754,35
538207,35
225224,34
4220722,34
3974343,34
3334386,34
1811200,34
1303706,34
4467812,34
2464022,34
221948,34
447520,34
4429240,34
165344,34
343764,34
148739,34
3680315,34
3922941,34
426921,34
1197576,34
3579729,34
623634,34
248371,34
3973837,34
3973769,34
165196,34
2882263,33
2309341,33
4067643,33
3786380,33
1226890,33
58841,33
431463,33
1605370,33
232161,33
158522,33
1584013,33
2846355,33
3254042,33
4262841,33
545771,33
4146923,32
856801,32
4220720,32
2055115,32
4321240,32
2052312,32
3978095,32
2937995,32
4291392,32
3910425,32
4468277,32
2490920,32
182283,32
40273,32
2371601,32
857188,32
2903273,32
1607785,32
3611308,32
4275265,31
1811175,31
3790553,31
1914099,31
1581262,31
1789844,31
2168685,31
442407,31
1227027,31
1596361,31
3910459,31
1598246,31
436994,31
2439081,31
104487,31
728717,31
856650,31
4336602,31
259842,31
2131682,30
1811260,30
3978840,30
3260644,30
2053117,30
3039298,30
3353000,30
1447232,30
2453362,30
4055938,30
260969,30
3910413,30
513822,30
4155283,30
23093,30
3294181,30
4079229,30
416913,30
2846491,30
3739326,30
1037948,30
2348906,30
3580652,30
3862393,29
1424432,29
3528,29
289429,29
1210745,29
579872,29
2055456,29
3411999,29
2103061,29
1619886,29
2375082,29
4199331,29
55193,29
1192734,29
173756,29
3975403,29
1861627,29
729152,29
3002711,29
2348505,29
3521689,29
58271,28
164854,28
850522,28
65409,28
3628662,28
3158538,28
1810963,28
2406314,28
3408589,28
1619800,28
1578937,28
421601,28
867073,28
1632142,28
137005,28
1583983,28
3975243,28
4137389,28
3521367,28
1923452,28
1880917,28
1809155,28
3579615,28
2903270,28
157983,28
686516,28
1802736,27
850441,27
189999,27
2882319,27
2882294,27
1811110,27
2270779,27
4467775,27
3316756,27
4291390,27
1676325,27
851598,27
986924,27
4275013,27
416915,27
1353833,27
2111919,27
506132,27
75618,27
1782555,27
1226978,27
431565,27
2118719,27
1578688,26
1746,26
309513,26
4275132,26
1810819,26
4581921,26
3695793,26
3287395,26
260972,26
1894407,26
3910466,26
3599937,26
1923456,26
2350731,26
2111717,26
177781,26
248369,26
3719053,26
1782375,26
1682836,26
673445,25
224943,25
637368,25
4229161,25
1684555,25
2406307,25
620238,25
2464031,25
1354129,25
4075899,25
153425,25
244078,25
1309144,25
3573283,25
3951525,25
2184293,25
690004,25
100316,25
424834,25
3280428,24
4336752,24
4081931,24
4092537,24
2309355,24
1333312,24
3910432,24
1605395,24
156317,24
2481071,24
3709005,24
3979822,24
356913,24
4106421,24
1809686,24
39993,24
339697,24
2111711,24
1450228,24
1811211,24
135393,23
2185181,23
2882367,23
3334366,23
1581248,23
3998380,23
3786422,23
264809,23
466759,23
3698831,23
2439171,23
1923543,23
4159933,23
4159945,23
1000680,22
3776093,22
65414,22
2309299,22
2882311,22
626847,22
2463975,22
856450,22
2493060,22
3350359,22
2937946,22
466757,22
4488090,22
986808,22
3878546,22
701853,22
4106395,22
1923464,22
3350321,22
177755,22
289762,22
3636031,22
426844,22
1000697,21
3286342,21
3790552,21
2882395,21
4067634,21
3408832,21
4336564,21
3411886,21
2463982,21
2464066,21
1226923,21
4244672,21
334424,21
4055895,21
319376,21
3916455,21
725863,21
1631117,21
64431,21
82623,21
728539,21
510970,21
4059710,20
4146928,20
3326546,20
1582556,20
4532327,20
311246,20
1914093,20
1196289,20
3971903,20
3786431,20
3786419,20
4075884,20
1595007,20
487933,20
